"date","country","ticker","field","value"
2012-07-31,"Malaysia","MXMY Index","PX_TO_SALES_RATIO",2.2018
2012-07-31,"Malaysia","MXMY Index","RETURN_COM_EQY",13.5456
2012-07-31,"Malaysia","MXMY Index","RETURN_ON_ASSET",2.4898
2012-07-31,"Malaysia","MXMY Index","TRAIL_12M_EPS",36.1093
2012-07-31,"Mexico","MXMX Index","BEST_CUR_EV_TO_EBITDA",7.6544
2012-07-31,"Mexico","MXMX Index","BEST_DIV_YLD",1.5951
2012-07-31,"Mexico","MXMX Index","BEST_EPS",360.5211
2012-07-31,"Mexico","MXMX Index","BEST_PE_RATIO",17.9627
2012-07-31,"Mexico","MXMX Index","BEST_ROE",15.7988
2012-07-31,"Mexico","MXMX Index","BEST_SALES",3897.7345
2012-07-31,"Mexico","MXMX Index","PE_RATIO",23.3774
2012-07-31,"Mexico","MXMX Index","PROF_MARGIN",6.609
2012-07-31,"Mexico","MXMX Index","PX_TO_BOOK_RATIO",3.1125
2012-07-31,"Mexico","MXMX Index","PX_TO_CASH_FLOW",8.9598
2012-07-31,"Mexico","MXMX Index","PX_TO_FREE_CASH_FLOW",19.4192
2012-07-31,"Mexico","MXMX Index","PX_TO_SALES_RATIO",1.6724
2012-07-31,"Mexico","MXMX Index","RETURN_COM_EQY",12.2999
2012-07-31,"Mexico","MXMX Index","RETURN_ON_ASSET",3.4774
2012-07-31,"Mexico","MXMX Index","TRAIL_12M_EPS",271.3259
2012-07-31,"Philippines","MXPH Index","BEST_CUR_EV_TO_EBITDA",9.7801
2012-07-31,"Philippines","MXPH Index","BEST_DIV_YLD",2.3547
2012-07-31,"Philippines","MXPH Index","BEST_EPS",49.9109
2012-07-31,"Philippines","MXPH Index","BEST_PE_RATIO",17.2906
2012-07-31,"Philippines","MXPH Index","BEST_ROE",14.9718
2012-07-31,"Philippines","MXPH Index","BEST_SALES",373.8206
2012-07-31,"Philippines","MXPH Index","PE_RATIO",19.5585
2012-07-31,"Philippines","MXPH Index","PROF_MARGIN",12.0003
2012-07-31,"Philippines","MXPH Index","PX_TO_BOOK_RATIO",2.8876
2012-07-31,"Philippines","MXPH Index","PX_TO_CASH_FLOW",11.1806
2012-07-31,"Philippines","MXPH Index","PX_TO_FREE_CASH_FLOW",35.4931
2012-07-31,"Philippines","MXPH Index","PX_TO_SALES_RATIO",2.3225
2012-07-31,"Philippines","MXPH Index","RETURN_COM_EQY",14.4833
2012-07-31,"Philippines","MXPH Index","RETURN_ON_ASSET",3.6471
2012-07-31,"Philippines","MXPH Index","TRAIL_12M_EPS",45.9203
2012-07-31,"Poland","MXPL Index","BEST_CUR_EV_TO_EBITDA",4.5696
2012-07-31,"Poland","MXPL Index","BEST_DIV_YLD",5.4514
2012-07-31,"Poland","MXPL Index","BEST_EPS",155.0067
2012-07-31,"Poland","MXPL Index","BEST_PE_RATIO",9.7994
2012-07-31,"Poland","MXPL Index","BEST_ROE",11.4988
2012-07-31,"Poland","MXPL Index","BEST_SALES",2052.248
2012-07-31,"Poland","MXPL Index","PE_RATIO",8.2892
2012-07-31,"Poland","MXPL Index","PROF_MARGIN",9.9503
2012-07-31,"Poland","MXPL Index","PX_TO_BOOK_RATIO",1.1119
2012-07-31,"Poland","MXPL Index","PX_TO_CASH_FLOW",6.7493
2012-07-31,"Poland","MXPL Index","PX_TO_FREE_CASH_FLOW",14.1499
2012-07-31,"Poland","MXPL Index","PX_TO_SALES_RATIO",0.7408
2012-07-31,"Poland","MXPL Index","RETURN_COM_EQY",14.9359
2012-07-31,"Poland","MXPL Index","RETURN_ON_ASSET",4.5945
2012-07-31,"Poland","MXPL Index","TRAIL_12M_EPS",201.6146
2012-07-31,"South Africa","MXZA Index","BEST_CUR_EV_TO_EBITDA",6.9693
2012-07-31,"South Africa","MXZA Index","BEST_DIV_YLD",3.9042
2012-07-31,"South Africa","MXZA Index","BEST_EPS",74.0728
2012-07-31,"South Africa","MXZA Index","BEST_PE_RATIO",12.2246
2012-07-31,"South Africa","MXZA Index","BEST_ROE",17.7342
2012-07-31,"South Africa","MXZA Index","BEST_SALES",604.135
2012-07-31,"South Africa","MXZA Index","PE_RATIO",14.0126
2012-07-31,"South Africa","MXZA Index","PROF_MARGIN",11.327
2012-07-31,"South Africa","MXZA Index","PX_TO_BOOK_RATIO",2.3899
2012-07-31,"South Africa","MXZA Index","PX_TO_CASH_FLOW",8.5177
2012-07-31,"South Africa","MXZA Index","PX_TO_FREE_CASH_FLOW",17.8101
2012-07-31,"South Africa","MXZA Index","PX_TO_SALES_RATIO",1.5639
2012-07-31,"South Africa","MXZA Index","RETURN_COM_EQY",17.4
2012-07-31,"South Africa","MXZA Index","RETURN_ON_ASSET",3.6907
2012-07-31,"South Africa","MXZA Index","TRAIL_12M_EPS",63.1144
2012-07-31,"South Korea","MXKR Index","BEST_CUR_EV_TO_EBITDA",6.1844
2012-07-31,"South Korea","MXKR Index","BEST_DIV_YLD",1.3428
2012-07-31,"South Korea","MXKR Index","BEST_EPS",59.5867
2012-07-31,"South Korea","MXKR Index","BEST_PE_RATIO",9.2522
2012-07-31,"South Korea","MXKR Index","BEST_ROE",12.9617
2012-07-31,"South Korea","MXKR Index","BEST_SALES",901.9234
2012-07-31,"South Korea","MXKR Index","PE_RATIO",12.9286
2012-07-31,"South Korea","MXKR Index","PROF_MARGIN",5.7965
2012-07-31,"South Korea","MXKR Index","PX_TO_BOOK_RATIO",1.2413
2012-07-31,"South Korea","MXKR Index","PX_TO_CASH_FLOW",10.5515
2012-07-31,"South Korea","MXKR Index","PX_TO_SALES_RATIO",0.6274
2012-07-31,"South Korea","MXKR Index","RETURN_COM_EQY",10.7041
2012-07-31,"South Korea","MXKR Index","RETURN_ON_ASSET",2.4763
2012-07-31,"South Korea","MXKR Index","TRAIL_12M_EPS",51.6983
2012-07-31,"Taiwan","TAMSCI Index","BEST_CUR_EV_TO_EBITDA",7.8648
2012-07-31,"Taiwan","TAMSCI Index","BEST_DIV_YLD",3.6765
2012-07-31,"Taiwan","TAMSCI Index","BEST_EPS",16.1353
2012-07-31,"Taiwan","TAMSCI Index","BEST_PE_RATIO",15.9613
2012-07-31,"Taiwan","TAMSCI Index","BEST_ROE",10.0943
2012-07-31,"Taiwan","TAMSCI Index","BEST_SALES",340.2184
2012-07-31,"Taiwan","TAMSCI Index","PE_RATIO",19.4198
2012-07-31,"Taiwan","TAMSCI Index","PROF_MARGIN",3.7797
2012-07-31,"Taiwan","TAMSCI Index","PX_TO_BOOK_RATIO",1.6476
2012-07-31,"Taiwan","TAMSCI Index","PX_TO_CASH_FLOW",7.6308
2012-07-31,"Taiwan","TAMSCI Index","PX_TO_FREE_CASH_FLOW",22.4124
2012-07-31,"Taiwan","TAMSCI Index","PX_TO_SALES_RATIO",0.7353
2012-07-31,"Taiwan","TAMSCI Index","RETURN_COM_EQY",8.4375
2012-07-31,"Taiwan","TAMSCI Index","RETURN_ON_ASSET",1.622
2012-07-31,"Taiwan","TAMSCI Index","TRAIL_12M_EPS",13.2622
2012-07-31,"Thailand","MXTH Index","BEST_CUR_EV_TO_EBITDA",7.1169
2012-07-31,"Thailand","MXTH Index","BEST_DIV_YLD",3.68
2012-07-31,"Thailand","MXTH Index","BEST_EPS",39.9313
2012-07-31,"Thailand","MXTH Index","BEST_PE_RATIO",11.7154
2012-07-31,"Thailand","MXTH Index","BEST_ROE",17.4616
2012-07-31,"Thailand","MXTH Index","BEST_SALES",464.4061
2012-07-31,"Thailand","MXTH Index","PE_RATIO",14.3903
2012-07-31,"Thailand","MXTH Index","PROF_MARGIN",7.744
2012-07-31,"Thailand","MXTH Index","PX_TO_BOOK_RATIO",2.2542
2012-07-31,"Thailand","MXTH Index","PX_TO_CASH_FLOW",6.6866
2012-07-31,"Thailand","MXTH Index","PX_TO_FREE_CASH_FLOW",29.1627
2012-07-31,"Thailand","MXTH Index","PX_TO_SALES_RATIO",1.0868
2012-07-31,"Thailand","MXTH Index","RETURN_COM_EQY",16.0621
2012-07-31,"Thailand","MXTH Index","RETURN_ON_ASSET",2.8943
2012-07-31,"Thailand","MXTH Index","TRAIL_12M_EPS",77.4097
2012-07-31,"Turkey","MXTR Index","BEST_CUR_EV_TO_EBITDA",6.7125
2012-07-31,"Turkey","MXTR Index","BEST_DIV_YLD",3.2163
2012-07-31,"Turkey","MXTR Index","BEST_EPS",87943.1311
2012-07-31,"Turkey","MXTR Index","BEST_PE_RATIO",10.2986
2012-07-31,"Turkey","MXTR Index","BEST_ROE",14.949
2012-07-31,"Turkey","MXTR Index","BEST_SALES",903108.4439
2012-07-31,"Turkey","MXTR Index","PE_RATIO",10.9968
2012-07-31,"Turkey","MXTR Index","PROF_MARGIN",8.3286
2012-07-31,"Turkey","MXTR Index","PX_TO_BOOK_RATIO",1.6556
2012-07-31,"Turkey","MXTR Index","PX_TO_CASH_FLOW",11.8786
2012-07-31,"Turkey","MXTR Index","PX_TO_SALES_RATIO",0.9059
2012-07-31,"Turkey","MXTR Index","RETURN_COM_EQY",15.2224
2012-07-31,"Turkey","MXTR Index","RETURN_ON_ASSET",2.2319
2012-07-31,"Turkey","MXTR Index","TRAIL_12M_EPS",83281.6328
2012-08-31,"Brazil","MXBR Index","BEST_CUR_EV_TO_EBITDA",6.6361
2012-08-31,"Brazil","MXBR Index","BEST_DIV_YLD",4.3599
2012-08-31,"Brazil","MXBR Index","BEST_EPS",235.942
2012-08-31,"Brazil","MXBR Index","BEST_PE_RATIO",11.011
2012-08-31,"Brazil","MXBR Index","BEST_ROE",11.6843
2012-08-31,"Brazil","MXBR Index","BEST_SALES",1935.6067
2012-08-31,"Brazil","MXBR Index","PE_RATIO",16.9342
2012-08-31,"Brazil","MXBR Index","PROF_MARGIN",9.7762
2012-08-31,"Brazil","MXBR Index","PX_TO_BOOK_RATIO",1.3419
2012-08-31,"Brazil","MXBR Index","PX_TO_CASH_FLOW",6.1275
2012-08-31,"Brazil","MXBR Index","PX_TO_FREE_CASH_FLOW",50.0725
2012-08-31,"Brazil","MXBR Index","PX_TO_SALES_RATIO",1.2488
2012-08-31,"Brazil","MXBR Index","RETURN_COM_EQY",10.5051
2012-08-31,"Brazil","MXBR Index","RETURN_ON_ASSET",2.7912
2012-08-31,"Brazil","MXBR Index","TRAIL_12M_EPS",209.3161
2012-08-31,"Greece","MXGR Index","BEST_CUR_EV_TO_EBITDA",5.4021
2012-08-31,"Greece","MXGR Index","BEST_DIV_YLD",4.5171
2012-08-31,"Greece","MXGR Index","BEST_EPS",1.2631
2012-08-31,"Greece","MXGR Index","BEST_PE_RATIO",9.0257
2012-08-31,"Greece","MXGR Index","BEST_ROE",17.633
2012-08-31,"Greece","MXGR Index","BEST_SALES",18.1559
2012-08-31,"Greece","MXGR Index","PE_RATIO",7.9439
2012-08-31,"Greece","MXGR Index","PROF_MARGIN",10.4141
2012-08-31,"Greece","MXGR Index","PX_TO_BOOK_RATIO",1.8991
2012-08-31,"Greece","MXGR Index","PX_TO_CASH_FLOW",5.0905
2012-08-31,"Greece","MXGR Index","PX_TO_FREE_CASH_FLOW",7.0102
2012-08-31,"Greece","MXGR Index","PX_TO_SALES_RATIO",0.8907
2012-08-31,"Greece","MXGR Index","RETURN_COM_EQY",22.2031
2012-08-31,"Greece","MXGR Index","RETURN_ON_ASSET",9.3336
2012-08-31,"Greece","MXGR Index","TRAIL_12M_EPS",1.4225
2012-08-31,"India","MXIN Index","BEST_CUR_EV_TO_EBITDA",8.4833
2012-08-31,"India","MXIN Index","BEST_DIV_YLD",1.7536
2012-08-31,"India","MXIN Index","BEST_EPS",52.2982
2012-08-31,"India","MXIN Index","BEST_PE_RATIO",12.9142
2012-08-31,"India","MXIN Index","BEST_ROE",16.2729
2012-08-31,"India","MXIN Index","BEST_SALES",468.4006
2012-08-31,"India","MXIN Index","PE_RATIO",15.2273
2012-08-31,"India","MXIN Index","PROF_MARGIN",9.1547
2012-08-31,"India","MXIN Index","PX_TO_BOOK_RATIO",2.3627
2012-08-31,"India","MXIN Index","PX_TO_CASH_FLOW",33.8416
2012-08-31,"India","MXIN Index","PX_TO_SALES_RATIO",1.3937
2012-08-31,"India","MXIN Index","RETURN_COM_EQY",15.506
2012-08-31,"India","MXIN Index","RETURN_ON_ASSET",3.1856
2012-08-31,"India","MXIN Index","TRAIL_12M_EPS",44.3594
2012-08-31,"Indonesia","MXID Index","BEST_CUR_EV_TO_EBITDA",7.5979
2012-08-31,"Indonesia","MXID Index","BEST_DIV_YLD",2.9495
2012-08-31,"Indonesia","MXID Index","BEST_EPS",347.2669
2012-08-31,"Indonesia","MXID Index","BEST_PE_RATIO",13.9229
2012-08-31,"Indonesia","MXID Index","BEST_ROE",22.4902
2012-08-31,"Indonesia","MXID Index","BEST_SALES",2085.7425
2012-08-31,"Indonesia","MXID Index","PE_RATIO",14.9976
2012-08-31,"Indonesia","MXID Index","PROF_MARGIN",14.7535
2012-08-31,"Indonesia","MXID Index","PX_TO_BOOK_RATIO",3.6414
2012-08-31,"Indonesia","MXID Index","PX_TO_CASH_FLOW",14.4475
2012-08-31,"Indonesia","MXID Index","PX_TO_FREE_CASH_FLOW",29.4138
2012-08-31,"Indonesia","MXID Index","PX_TO_SALES_RATIO",2.296
2012-08-31,"Indonesia","MXID Index","RETURN_COM_EQY",23.3988
2012-08-31,"Indonesia","MXID Index","RETURN_ON_ASSET",4.8415
2012-08-31,"Indonesia","MXID Index","TRAIL_12M_EPS",297.8267
2012-08-31,"Malaysia","MXMY Index","BEST_CUR_EV_TO_EBITDA",8.7809
2012-08-31,"Malaysia","MXMY Index","BEST_DIV_YLD",2.9643
2012-08-31,"Malaysia","MXMY Index","BEST_EPS",36.5751
2012-08-31,"Malaysia","MXMY Index","BEST_PE_RATIO",16.0511
2012-08-31,"Malaysia","MXMY Index","BEST_ROE",12.8792
2012-08-31,"Malaysia","MXMY Index","BEST_SALES",252.4763
2012-08-31,"Malaysia","MXMY Index","PE_RATIO",16.3789
2012-08-31,"Malaysia","MXMY Index","PROF_MARGIN",13.593
2012-08-31,"Malaysia","MXMY Index","PX_TO_BOOK_RATIO",2.1573
2012-08-31,"Malaysia","MXMY Index","PX_TO_CASH_FLOW",22.9406
2012-08-31,"Malaysia","MXMY Index","PX_TO_FREE_CASH_FLOW",46.7804
2012-08-31,"Malaysia","MXMY Index","PX_TO_SALES_RATIO",2.1534
2012-08-31,"Malaysia","MXMY Index","RETURN_COM_EQY",13.6177
2012-08-31,"Malaysia","MXMY Index","RETURN_ON_ASSET",2.4636
2012-08-31,"Malaysia","MXMY Index","TRAIL_12M_EPS",37.0631
2012-08-31,"Mexico","MXMX Index","BEST_CUR_EV_TO_EBITDA",7.9088
2012-08-31,"Mexico","MXMX Index","BEST_DIV_YLD",1.6742
2012-08-31,"Mexico","MXMX Index","BEST_EPS",357.2751
2012-08-31,"Mexico","MXMX Index","BEST_PE_RATIO",17.7049
2012-08-31,"Mexico","MXMX Index","BEST_ROE",16.0061
2012-08-31,"Mexico","MXMX Index","BEST_SALES",3936.1509
2012-08-31,"Mexico","MXMX Index","PE_RATIO",22.8344
2012-08-31,"Mexico","MXMX Index","PROF_MARGIN",6.6081
2012-08-31,"Mexico","MXMX Index","PX_TO_BOOK_RATIO",3.0402
2012-08-31,"Mexico","MXMX Index","PX_TO_CASH_FLOW",8.7676
2012-08-31,"Mexico","MXMX Index","PX_TO_FREE_CASH_FLOW",18.9282
2012-08-31,"Mexico","MXMX Index","PX_TO_SALES_RATIO",1.6333
2012-08-31,"Mexico","MXMX Index","RETURN_COM_EQY",12.2999
2012-08-31,"Mexico","MXMX Index","RETURN_ON_ASSET",3.4774
2012-08-31,"Mexico","MXMX Index","TRAIL_12M_EPS",271.3259
2012-08-31,"Philippines","MXPH Index","BEST_CUR_EV_TO_EBITDA",9.6557
2012-08-31,"Philippines","MXPH Index","BEST_DIV_YLD",2.4139
2012-08-31,"Philippines","MXPH Index","BEST_EPS",49.1596
2012-08-31,"Philippines","MXPH Index","BEST_PE_RATIO",17.2103
2012-08-31,"Philippines","MXPH Index","BEST_ROE",14.8299
2012-08-31,"Philippines","MXPH Index","BEST_SALES",373.2554
2012-08-31,"Philippines","MXPH Index","PE_RATIO",18.2635
2012-08-31,"Philippines","MXPH Index","PROF_MARGIN",12.5254
2012-08-31,"Philippines","MXPH Index","PX_TO_BOOK_RATIO",2.8528
2012-08-31,"Philippines","MXPH Index","PX_TO_CASH_FLOW",11.8643
2012-08-31,"Philippines","MXPH Index","PX_TO_FREE_CASH_FLOW",60.3211
2012-08-31,"Philippines","MXPH Index","PX_TO_SALES_RATIO",2.2577
2012-08-31,"Philippines","MXPH Index","RETURN_COM_EQY",15.4273
2012-08-31,"Philippines","MXPH Index","RETURN_ON_ASSET",4.3409
2012-08-31,"Philippines","MXPH Index","TRAIL_12M_EPS",47.2162
2012-08-31,"Poland","MXPL Index","BEST_CUR_EV_TO_EBITDA",4.7224
2012-08-31,"Poland","MXPL Index","BEST_DIV_YLD",5.1548
2012-08-31,"Poland","MXPL Index","BEST_EPS",156.5046
2012-08-31,"Poland","MXPL Index","BEST_PE_RATIO",10.0253
2012-08-31,"Poland","MXPL Index","BEST_ROE",11.6476
2012-08-31,"Poland","MXPL Index","BEST_SALES",2069.8101
2012-08-31,"Poland","MXPL Index","PE_RATIO",8.9539
2012-08-31,"Poland","MXPL Index","PROF_MARGIN",8.8939
2012-08-31,"Poland","MXPL Index","PX_TO_BOOK_RATIO",1.2356
2012-08-31,"Poland","MXPL Index","PX_TO_CASH_FLOW",7.1609
2012-08-31,"Poland","MXPL Index","PX_TO_FREE_CASH_FLOW",20.1767
2012-08-31,"Poland","MXPL Index","PX_TO_SALES_RATIO",0.7301
2012-08-31,"Poland","MXPL Index","RETURN_COM_EQY",15.0519
2012-08-31,"Poland","MXPL Index","RETURN_ON_ASSET",4.3557
2012-08-31,"Poland","MXPL Index","TRAIL_12M_EPS",182.2726
2012-08-31,"South Africa","MXZA Index","BEST_CUR_EV_TO_EBITDA",7.2023
2012-08-31,"South Africa","MXZA Index","BEST_DIV_YLD",3.7431
2012-08-31,"South Africa","MXZA Index","BEST_EPS",70.8584
2012-08-31,"South Africa","MXZA Index","BEST_PE_RATIO",12.9667
2012-08-31,"South Africa","MXZA Index","BEST_ROE",16.8551
2012-08-31,"South Africa","MXZA Index","BEST_SALES",602.2752
2012-08-31,"South Africa","MXZA Index","PE_RATIO",14.2816
2012-08-31,"South Africa","MXZA Index","PROF_MARGIN",11.4527
2012-08-31,"South Africa","MXZA Index","PX_TO_BOOK_RATIO",2.4195
2012-08-31,"South Africa","MXZA Index","PX_TO_CASH_FLOW",8.7064
2012-08-31,"South Africa","MXZA Index","PX_TO_FREE_CASH_FLOW",18.2123
2012-08-31,"South Africa","MXZA Index","PX_TO_SALES_RATIO",1.589
2012-08-31,"South Africa","MXZA Index","RETURN_COM_EQY",17.528
2012-08-31,"South Africa","MXZA Index","RETURN_ON_ASSET",3.725
2012-08-31,"South Africa","MXZA Index","TRAIL_12M_EPS",62.8684
2012-08-31,"South Korea","MXKR Index","BEST_CUR_EV_TO_EBITDA",5.7709
2012-08-31,"South Korea","MXKR Index","BEST_DIV_YLD",1.334
2012-08-31,"South Korea","MXKR Index","BEST_EPS",58.116
2012-08-31,"South Korea","MXKR Index","BEST_PE_RATIO",9.4363
2012-08-31,"South Korea","MXKR Index","BEST_ROE",12.7188
2012-08-31,"South Korea","MXKR Index","BEST_SALES",901.4635
2012-08-31,"South Korea","MXKR Index","PE_RATIO",14.1315
2012-08-31,"South Korea","MXKR Index","PROF_MARGIN",4.9325
2012-08-31,"South Korea","MXKR Index","PX_TO_BOOK_RATIO",1.2108
2012-08-31,"South Korea","MXKR Index","PX_TO_CASH_FLOW",8.7375
2012-08-31,"South Korea","MXKR Index","PX_TO_FREE_CASH_FLOW",127.323
2012-08-31,"South Korea","MXKR Index","PX_TO_SALES_RATIO",0.6077
2012-08-31,"South Korea","MXKR Index","RETURN_COM_EQY",9.0561
2012-08-31,"South Korea","MXKR Index","RETURN_ON_ASSET",2.1193
2012-08-31,"South Korea","MXKR Index","TRAIL_12M_EPS",45.3166
2012-08-31,"Taiwan","TAMSCI Index","BEST_CUR_EV_TO_EBITDA",8.1925
2012-08-31,"Taiwan","TAMSCI Index","BEST_DIV_YLD",3.5538
2012-08-31,"Taiwan","TAMSCI Index","BEST_EPS",15.596
2012-08-31,"Taiwan","TAMSCI Index","BEST_PE_RATIO",16.8056
2012-08-31,"Taiwan","TAMSCI Index","BEST_ROE",9.8737
2012-08-31,"Taiwan","TAMSCI Index","BEST_SALES",333.707
2012-08-31,"Taiwan","TAMSCI Index","PE_RATIO",21.2053
2012-08-31,"Taiwan","TAMSCI Index","PROF_MARGIN",3.4609
2012-08-31,"Taiwan","TAMSCI Index","PX_TO_BOOK_RATIO",1.7556
2012-08-31,"Taiwan","TAMSCI Index","PX_TO_CASH_FLOW",7.3304
2012-08-31,"Taiwan","TAMSCI Index","PX_TO_FREE_CASH_FLOW",16.5147
2012-08-31,"Taiwan","TAMSCI Index","PX_TO_SALES_RATIO",0.7437
2012-08-31,"Taiwan","TAMSCI Index","RETURN_COM_EQY",8.1361
2012-08-31,"Taiwan","TAMSCI Index","RETURN_ON_ASSET",1.4835
2012-08-31,"Taiwan","TAMSCI Index","TRAIL_12M_EPS",12.1535
2012-08-31,"Thailand","MXTH Index","BEST_CUR_EV_TO_EBITDA",7.3168
2012-08-31,"Thailand","MXTH Index","BEST_DIV_YLD",3.6283
2012-08-31,"Thailand","MXTH Index","BEST_EPS",38.8784
2012-08-31,"Thailand","MXTH Index","BEST_PE_RATIO",11.9647
2012-08-31,"Thailand","MXTH Index","BEST_ROE",17.0893
2012-08-31,"Thailand","MXTH Index","BEST_SALES",460.8857
2012-08-31,"Thailand","MXTH Index","PE_RATIO",15.7413
2012-08-31,"Thailand","MXTH Index","PROF_MARGIN",6.8001
2012-08-31,"Thailand","MXTH Index","PX_TO_BOOK_RATIO",2.4097
2012-08-31,"Thailand","MXTH Index","PX_TO_CASH_FLOW",9.414
2012-08-31,"Thailand","MXTH Index","PX_TO_FREE_CASH_FLOW",29.9022
2012-08-31,"Thailand","MXTH Index","PX_TO_SALES_RATIO",1.0443
2012-08-31,"Thailand","MXTH Index","RETURN_COM_EQY",15.691
2012-08-31,"Thailand","MXTH Index","RETURN_ON_ASSET",2.6637
2012-08-31,"Thailand","MXTH Index","TRAIL_12M_EPS",73.4558
2012-08-31,"Turkey","MXTR Index","BEST_CUR_EV_TO_EBITDA",7.0779
2012-08-31,"Turkey","MXTR Index","BEST_DIV_YLD",3.0694
2012-08-31,"Turkey","MXTR Index","BEST_EPS",87422.0159
2012-08-31,"Turkey","MXTR Index","BEST_PE_RATIO",10.9511
2012-08-31,"Turkey","MXTR Index","BEST_ROE",15.0393
2012-08-31,"Turkey","MXTR Index","BEST_SALES",903663.8352
2012-08-31,"Turkey","MXTR Index","PE_RATIO",11.2914
2012-08-31,"Turkey","MXTR Index","PROF_MARGIN",8.2561
2012-08-31,"Turkey","MXTR Index","PX_TO_BOOK_RATIO",1.7074
2012-08-31,"Turkey","MXTR Index","PX_TO_CASH_FLOW",11.0073
2012-08-31,"Turkey","MXTR Index","PX_TO_FREE_CASH_FLOW",49.6694
2012-08-31,"Turkey","MXTR Index","PX_TO_SALES_RATIO",0.9304
2012-08-31,"Turkey","MXTR Index","RETURN_COM_EQY",15.1511
2012-08-31,"Turkey","MXTR Index","RETURN_ON_ASSET",2.1737
2012-08-31,"Turkey","MXTR Index","TRAIL_12M_EPS",85146.2717
2012-09-28,"Brazil","MXBR Index","BEST_CUR_EV_TO_EBITDA",6.9679
2012-09-28,"Brazil","MXBR Index","BEST_DIV_YLD",4.1918
2012-09-28,"Brazil","MXBR Index","BEST_EPS",227.7132
2012-09-28,"Brazil","MXBR Index","BEST_PE_RATIO",11.7183
2012-09-28,"Brazil","MXBR Index","BEST_ROE",11.1613
2012-09-28,"Brazil","MXBR Index","BEST_SALES",1945.4034
2012-09-28,"Brazil","MXBR Index","PE_RATIO",16.0132
2012-09-28,"Brazil","MXBR Index","PROF_MARGIN",9.7762
2012-09-28,"Brazil","MXBR Index","PX_TO_BOOK_RATIO",1.3783
2012-09-28,"Brazil","MXBR Index","PX_TO_CASH_FLOW",6.2964
2012-09-28,"Brazil","MXBR Index","PX_TO_FREE_CASH_FLOW",51.3707
2012-09-28,"Brazil","MXBR Index","PX_TO_SALES_RATIO",1.2827
2012-09-28,"Brazil","MXBR Index","RETURN_COM_EQY",10.5051
2012-09-28,"Brazil","MXBR Index","RETURN_ON_ASSET",2.7912
2012-09-28,"Brazil","MXBR Index","TRAIL_12M_EPS",209.3014
2012-09-28,"Greece","MXGR Index","BEST_CUR_EV_TO_EBITDA",4.9827
2012-09-28,"Greece","MXGR Index","BEST_DIV_YLD",5.061
2012-09-28,"Greece","MXGR Index","BEST_EPS",1.2759
2012-09-28,"Greece","MXGR Index","BEST_PE_RATIO",8.0647
2012-09-28,"Greece","MXGR Index","BEST_ROE",18.1214
2012-09-28,"Greece","MXGR Index","BEST_SALES",18.0597
2012-09-28,"Greece","MXGR Index","PE_RATIO",7.1704
2012-09-28,"Greece","MXGR Index","PROF_MARGIN",10.4141
2012-09-28,"Greece","MXGR Index","PX_TO_BOOK_RATIO",1.7142
2012-09-28,"Greece","MXGR Index","PX_TO_CASH_FLOW",4.5948
2012-09-28,"Greece","MXGR Index","PX_TO_FREE_CASH_FLOW",6.3276
2012-09-28,"Greece","MXGR Index","PX_TO_SALES_RATIO",0.804
2012-09-28,"Greece","MXGR Index","RETURN_COM_EQY",22.2031
2012-09-28,"Greece","MXGR Index","RETURN_ON_ASSET",9.3336
2012-09-28,"Greece","MXGR Index","TRAIL_12M_EPS",1.4225
2012-09-28,"India","MXIN Index","BEST_CUR_EV_TO_EBITDA",9.0369
2012-09-28,"India","MXIN Index","BEST_DIV_YLD",1.6067
2012-09-28,"India","MXIN Index","BEST_EPS",51.6998
2012-09-28,"India","MXIN Index","BEST_PE_RATIO",14.1904
2012-09-28,"India","MXIN Index","BEST_ROE",16.2988
2012-09-28,"India","MXIN Index","BEST_SALES",460.3575
2012-09-28,"India","MXIN Index","PE_RATIO",16.4661
2012-09-28,"India","MXIN Index","PROF_MARGIN",9.155
2012-09-28,"India","MXIN Index","PX_TO_BOOK_RATIO",2.5665
2012-09-28,"India","MXIN Index","PX_TO_CASH_FLOW",33.336
2012-09-28,"India","MXIN Index","PX_TO_SALES_RATIO",1.5139
2012-09-28,"India","MXIN Index","RETURN_COM_EQY",15.5063
2012-09-28,"India","MXIN Index","RETURN_ON_ASSET",3.1857
2012-09-28,"India","MXIN Index","TRAIL_12M_EPS",50.4109
2012-09-28,"Indonesia","MXID Index","BEST_CUR_EV_TO_EBITDA",8.1786
2012-09-28,"Indonesia","MXID Index","BEST_DIV_YLD",2.7823
2012-09-28,"Indonesia","MXID Index","BEST_EPS",341.9333
2012-09-28,"Indonesia","MXID Index","BEST_PE_RATIO",14.9368
2012-09-28,"Indonesia","MXID Index","BEST_ROE",22.3046
2012-09-28,"Indonesia","MXID Index","BEST_SALES",2080.9854
2012-09-28,"Indonesia","MXID Index","PE_RATIO",15.8426
2012-09-28,"Indonesia","MXID Index","PROF_MARGIN",14.7535
2012-09-28,"Indonesia","MXID Index","PX_TO_BOOK_RATIO",3.8466
2012-09-28,"Indonesia","MXID Index","PX_TO_CASH_FLOW",15.2696
2012-09-28,"Indonesia","MXID Index","PX_TO_FREE_CASH_FLOW",31.7539
2012-09-28,"Indonesia","MXID Index","PX_TO_SALES_RATIO",2.4254
2012-09-28,"Indonesia","MXID Index","RETURN_COM_EQY",23.3988
