"date","country","factor_value"
2005-04-29,"Brazil",0.0309720944495554
2005-04-29,"China",0
2005-04-29,"Greece",-0.0127310376562619
2005-04-29,"India",0.0042314730100641
2005-04-29,"Indonesia",-0.0446457810282721
2005-04-29,"Malaysia",0
2005-04-29,"Mexico",0.0124519531599177
2005-04-29,"Philippines",0.016158315177923
2005-04-29,"Poland",-0.0683714065708418
2005-04-29,"South Africa",-0.0168421052631578
2005-04-29,"South Korea",0.0281676413255361
2005-04-29,"Taiwan",0.0149314852732714
2005-04-29,"Thailand",-0.0232696897374702
2005-04-29,"Turkey",-0.0427126264518545
2005-04-30,"Saudi Arabia",0
2005-05-31,"Brazil",0.0695265700483092
2005-05-31,"China",-2.4164803962945e-05
2005-05-31,"Greece",-0.0698518294526762
2005-05-31,"India",-0.000572409845449373
2005-05-31,"Indonesia",-0.025094238018309
2005-05-31,"Malaysia",0
2005-05-31,"Mexico",0.0191499720504175
2005-05-31,"Philippines",0.00310956648984817
2005-05-31,"Poland",-0.152626565051715
2005-05-31,"Saudi Arabia",-2.66652445204407e-05
2005-05-31,"South Africa",-0.170949720670391
2005-05-31,"South Korea",-0.00395406511757623
2005-05-31,"Taiwan",-0.00897683397683413
2005-05-31,"Thailand",-0.0624476987447697
2005-05-31,"Turkey",-0.063522992985191
2005-06-30,"Brazil",0.129339305711086
2005-06-30,"China",0
2005-06-30,"Greece",-0.0660290033940141
2005-06-30,"India",0.00594353640416045
2005-06-30,"Indonesia",-0.0311674590596935
2005-06-30,"Malaysia",0
2005-06-30,"Mexico",0.0377160864077061
2005-06-30,"Philippines",-0.0214416058394162
2005-06-30,"Poland",-0.0566700417668649
2005-06-30,"Saudi Arabia",2.66645335040838e-05
2005-06-30,"South Africa",-0.0657103934610146
2005-06-30,"South Korea",-0.0187601555960411
2005-06-30,"Taiwan",-0.00269584522676802
2005-06-30,"Thailand",-0.0564190398282121
2005-06-30,"Turkey",0.0151739452257587
2005-07-29,"Brazil",0.0590585443037975
2005-07-29,"China",0.0206369919288579
2005-07-29,"Greece",-0.0582614775110698
2005-07-29,"India",0.00126335132651889
2005-07-29,"Indonesia",-0.0245559038662486
2005-07-29,"Malaysia",0.0130263157894736
2005-07-29,"Mexico",0.0409859065687881
2005-07-29,"Philippines",-0.0353386233622439
2005-07-29,"Poland",-0.00843869185260826
2005-07-29,"South Africa",-0.0813861776594695
2005-07-29,"South Korea",-0.0299368167686291
2005-07-29,"Taiwan",-0.0181957724409196
2005-07-29,"Thailand",-0.0560273798960578
2005-07-29,"Turkey",0.0471433704635285
2005-07-31,"Saudi Arabia",-5.33290670079456e-05
2005-08-31,"Brazil",0.0210167801960458
2005-08-31,"China",0.0213732526248384
2005-08-31,"Greece",0.00341352405721707
2005-08-31,"India",-0.0102974828375284
2005-08-31,"Indonesia",-0.0821601176717799
2005-08-31,"Malaysia",0.00736842105263158
2005-08-31,"Mexico",0.0117474032539754
2005-08-31,"Philippines",-0.0325688073394494
2005-08-31,"Poland",0.0402621170080879
2005-08-31,"Saudi Arabia",2.66645335040838e-05
2005-08-31,"South Africa",0.0654726952436877
2005-08-31,"South Korea",-0.0262896825396826
2005-08-31,"Taiwan",-0.0443572818010778
2005-08-31,"Thailand",-0.015998818548784
2005-08-31,"Turkey",0.0139245144741664
2005-09-30,"Brazil",0.045016077170418
2005-09-30,"China",0.0222802184524673
2005-09-30,"Greece",-0.00677238189626705
2005-09-30,"India",-0.0121881108428195
2005-09-30,"Indonesia",-0.055327868852459
2005-09-30,"Malaysia",0.00815789473684203
2005-09-30,"Mexico",-0.000930319099451182
2005-09-30,"Philippines",-0.000982581509602509
2005-09-30,"Poland",0.0227279532864202
2005-09-30,"Saudi Arabia",-0.000719961602047903
2005-09-30,"South Africa",0.0420181968569066
2005-09-30,"South Korea",-0.00763653939101028
2005-09-30,"Taiwan",-0.0497548631978493
2005-09-30,"Thailand",0.00665456745311566
2005-09-30,"Turkey",-0.012401352874859
2005-10-31,"Brazil",0.0533484676503972
2005-10-31,"China",0.00260313857086469
2005-10-31,"Greece",-0.0108059061288459
2005-10-31,"India",-0.0387235510579578
2005-10-31,"Indonesia",-0.0324324324324323
2005-10-31,"Malaysia",-0.00653246233835492
2005-10-31,"Mexico",-0.0181313650907513
2005-10-31,"Philippines",0.0211211122003385
2005-10-31,"Poland",0.0151578320428827
2005-10-31,"Saudi Arabia",2.66631115851679e-05
2005-10-31,"South Africa",-0.0184467642187476
2005-10-31,"South Korea",-0.013194410633429
2005-10-31,"Taiwan",-0.0537060301507537
2005-10-31,"Thailand",0.0210058816468611
2005-10-31,"Turkey",-0.0191567991552906
2005-11-30,"Brazil",0.0651251591005516
2005-11-30,"China",0.00239512086718208
2005-11-30,"Greece",-0.0451968248825529
2005-11-30,"India",-0.040289920724802
2005-11-30,"Indonesia",0.0266990291262136
2005-11-30,"Malaysia",-0.00145811240721105
2005-11-30,"Mexico",0.0179700870600492
2005-11-30,"Philippines",0.0393602843180808
2005-11-30,"Poland",-0.0203604601094913
2005-11-30,"Saudi Arabia",-0.000266652445202853
2005-11-30,"South Africa",-0.0151586553565819
2005-11-30,"South Korea",0.000773320444659165
2005-11-30,"Taiwan",-0.0233282442748093
2005-11-30,"Thailand",0.000799457338049314
2005-11-30,"Turkey",-0.00728353771832024
2005-12-30,"Brazil",-0.0484848484848486
2005-12-30,"China",0.00269401878398423
2005-12-30,"Greece",-0.0147181107600198
2005-12-30,"India",-0.0235147108940132
2005-12-30,"Indonesia",0.045631067961165
2005-12-30,"Malaysia",-0.00278588485009279
2005-12-30,"Mexico",0.0115252346872387
2005-12-30,"Philippines",0.0525611279671605
2005-12-30,"Poland",0.00569922784654975
2005-12-30,"South Africa",0.00648341470306579
2005-12-30,"South Korea",0.0310821181887951
2005-12-30,"Taiwan",0.0109376883210799
2005-12-30,"Thailand",0.000609013398294778
2005-12-30,"Turkey",-0.00296956198960663
2005-12-31,"Saudi Arabia",0.000692797569879167
2006-01-31,"Brazil",0.017674749089617
2006-01-31,"China",0.00293153565464777
2006-01-31,"Greece",0.0136757838559038
2006-01-31,"India",0.0231646211448575
2006-01-31,"Indonesia",0.0743850637162896
2006-01-31,"Malaysia",0.00649006622516546
2006-01-31,"Mexico",0.0312598498192269
2006-01-31,"Philippines",0.0516205389657685
2006-01-31,"Poland",0.0482900426355417
2006-01-31,"Saudi Arabia",-0.00018664675767921
