"date","country","factor_value"
2005-10-31,"India",0.299878735144702
2005-11-30,"India",-0.0107104665061791
2005-12-30,"India",-0.00333193003859773
2006-01-31,"India",0.123065889345888
2006-02-28,"India",0.11726928910427
2006-02-28,"South Africa",0.0705613241052839
2006-03-31,"India",0.105832779746983
2006-03-31,"South Africa",0.193419489502492
2006-04-28,"India",-0.0821136189691991
2006-04-28,"Malaysia",0.00313238484734652
2006-04-28,"South Africa",0.167097687849292
2006-05-31,"India",-0.0679644221719186
2006-05-31,"Malaysia",0.0321373177877326
2006-05-31,"Mexico",-0.0630854762274637
2006-05-31,"South Africa",0.207467030432042
2006-05-31,"Thailand",0.356522687367372
2006-06-30,"Brazil",-0.0375512464272555
2006-06-30,"Greece",-0.0190239974349667
2006-06-30,"India",-0.0735264526948185
2006-06-30,"Malaysia",-0.020571831182871
2006-06-30,"Mexico",-0.0370983261920722
2006-06-30,"Philippines",-0.00755808920732516
2006-06-30,"Poland",0.0988595854801982
2006-06-30,"South Africa",-0.0157935474987929
2006-06-30,"Thailand",0.013161594480344
2006-07-31,"Brazil",-0.0459168236351251
2006-07-31,"Greece",-0.00701386799216886
2006-07-31,"India",-0.0100828341987809
2006-07-31,"Indonesia",-0.0725109360601729
2006-07-31,"Malaysia",-0.0160465626702
2006-07-31,"Mexico",0.0235936349677706
2006-07-31,"Philippines",0.00377845778415588
2006-07-31,"Poland",0.0746227614732736
2006-07-31,"South Africa",0.000886202632374607
2006-07-31,"South Korea",1.3489975473522
2006-07-31,"Taiwan",-0.0411082668801594
2006-07-31,"Thailand",0.0157103742277599
2006-07-31,"Turkey",0.125453820978977
2006-08-31,"Brazil",0.0713752092308078
2006-08-31,"Greece",0.0201462156810592
2006-08-31,"India",-0.00671466312535626
2006-08-31,"Indonesia",-0.0801346473614843
2006-08-31,"Malaysia",-0.0193369629080844
2006-08-31,"Mexico",0.0319832073832527
2006-08-31,"Philippines",-0.00442960354819237
2006-08-31,"Poland",0.0432163605062436
2006-08-31,"South Africa",0.00788924321572617
2006-08-31,"South Korea",1.45501603197475
2006-08-31,"Taiwan",-0.0805350598413041
2006-08-31,"Thailand",0.0189017714016241
2006-08-31,"Turkey",0.108499824571826
2006-09-29,"Brazil",0.0630124119594298
2006-09-29,"Greece",0.0415997475387849
2006-09-29,"India",0.0227334995443309
2006-09-29,"Indonesia",-0.0172259105458895
2006-09-29,"Malaysia",0.0288565715983332
2006-09-29,"Mexico",0.00998962307665778
2006-09-29,"Philippines",0.0137391806240833
2006-09-29,"Poland",-0.0204341338398525
